,Book-Title,Average-Rating,Count-Ratings,ISBN,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,Synopsis
783,The Diary of Ellen Rimbauer: My Life at Rose Red,2.76,80,0786868015,Joyce Reardon,2001,Hyperion,http://images.amazon.com/images/P/0786868015.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786868015.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786868015.01.LZZZZZZZ.jpg,"At the turn of the twentieth century, Ellen Rimbauer became the young bride of Seattle industrialist John Rimbauer, and began keeping a remarkable diary. This diary became the secret place where Ellen could confess her fears of the new marriage, her confusion over her emerging sexuality, and the nightmare that her life would become. The diary not only follows the development of a girl into womanhood, it follows the construction of the Rimbauer mansion—called Rose Red—an enormous home that would be the site of so many horrific and inexplicable tragedies in the years ahead.The Diary of Ellen Rimbauer: My Life at Rose Red is a rare document, one that gives us an unusual view of daily life among the aristocracy in the early 1900s, a window into one woman's hidden emotional torment, and a record of the mysterious events at Rose Red that scandalized Seattle society at the time—events that can only be fully understood now that the diary has come to light. Edited by Joyce Reardon, Ph.D. as part of her research, the diary is being published as preparations are being made by Dr. Reardon to enter Rose Red and fully investigate its disturbing history. (back cover)"
784,The Dive From Clausen's Pier (Alex Awards),2.0,55,0375412824,ANN PACKER,2002,Knopf,http://images.amazon.com/images/P/0375412824.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375412824.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375412824.01.LZZZZZZZ.jpg,"A suspenseful, richly layered first novel that asks: How much do we owe the people we love?THE DIVE FROM CLAUSEN'S PIER will speak to all those who have ever thought about leaving when they knew they should stay, anyone who has ever felt trapped, not only by circumstance, but by the strength of their own love, Carrie Bell has lived in Wisconsin all her life. She's had the same best friend, the same good relationship with her mother, the same boyfriend, for as long as anyone can remember. But when her fiance, Mike is paralyzed by a tragic accident, Carrie has to question everything she thought she knew about herself and about the meaning of home. Ann Packer has written a morally complex, deeply satisfying novel about the desire to live fully and the conflict between who we want to be to others and who we must be for ourselves. A magnificent debut from a remarkable new talent."
785,The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback)),2.0,54,0375727132,ANN PACKER,2003,Vintage,http://images.amazon.com/images/P/0375727132.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375727132.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375727132.01.LZZZZZZZ.jpg,"A suspenseful, richly layered first novel that asks: How much do we owe the people we love?THE DIVE FROM CLAUSEN'S PIER will speak to all those who have ever thought about leaving when they knew they should stay, anyone who has ever felt trapped, not only by circumstance, but by the strength of their own love, Carrie Bell has lived in Wisconsin all her life. She's had the same best friend, the same good relationship with her mother, the same boyfriend, for as long as anyone can remember. But when her fiance, Mike is paralyzed by a tragic accident, Carrie has to question everything she thought she knew about herself and about the meaning of home. Ann Packer has written a morally complex, deeply satisfying novel about the desire to live fully and the conflict between who we want to be to others and who we must be for ourselves. A magnificent debut from a remarkable new talent."
786,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,2.7,156,0060502258,Rebecca Wells,2002,HarperTorch,http://images.amazon.com/images/P/0060502258.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060502258.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060502258.01.LZZZZZZZ.jpg,"When Siddalee Walker, oldest daughter of Vivi Abbott Walker, Ya-Ya extraordinaire, is interviewed in the New York Times about a hit play she's directed, her mother gets described as a ""tap-dancing child abuser."" Enraged, Vivi disowns Sidda. Devastated, Sidda begs forgiveness, and postpones her upcoming wedding. All looks bleak until the Ya-Yas step in and convince Vivi to send Sidda a scrapbook of their girlhood mementos, called ""Divine Secrets of the Ya-Ya Sisterhood."" As Sidda struggles to analyze her mother, she comes face to face with the tangled beauty of imperfect love, and the fact that forgiveness, more than understanding, is often what the heart longs for."
787,The Dogs of Babel (Today Show Book Club #12),2.56,68,0316168688,Carolyn Parkhurst,2003,"Little, Brown",http://images.amazon.com/images/P/0316168688.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316168688.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316168688.01.LZZZZZZZ.jpg,"Paul Iverson's life changes in an instant. He returns home one day to find that his wife, Lexy, has died under strange circumstances. The only witness was their dog, Lorelei, whose anguished barking brought help to the scene - but too late. In the days and weeks that follow, Paul begins to notice strange ""clues"" in their home: books rearranged on their shelves, a mysterious phone call, and other suggestions that nothing about Lexy's last afternoon was quite what it seemed. Reeling from grief, Paul is determined to decipher this evidence and unlock the mystery of her death. But he can't do it alone; he needs Lorelei's help. A linguist by training, Paul embarks on an impossible endeavor: a series of experiments designed to teach Lorelei to communicate what she knows. Perhaps behind her wise and earnest eyes lies the key to what really happened to the woman he loved. As Paul's investigation leads him in unexpected and even perilous directions, he revisits the pivotal moments of his life with Lexy, the brilliant, enigmatic woman whose sparkling passion for life and dark, troubled past he embraced equally."
788,The Door to December,1.52,119,0451181379,Dean R. Koontz,1994,Signet Book,http://images.amazon.com/images/P/0451181379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451181379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451181379.01.LZZZZZZZ.jpg,"The #1 New York Times bestselling author delivers a truly suspenseful novel of a mother who must save her daughter from a threat she can hardly understand. What happened to nine-year-old Melanie during the six years she was subjected to terrifying experiments? And what is the unstoppable power that she can unleash from behind the ""Door to December""?"
789,"The Drawing of the Three (The Dark Tower, Book 2)",3.57,100,0451163524,Stephen King,1997,Signet Book,http://images.amazon.com/images/P/0451163524.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451163524.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451163524.01.LZZZZZZZ.jpg,"While pursuing his quest for the Dark Tower through a world that is a nightmarishly distorted mirror image of our own, Roland, the last gunslinger, encounters three mysterious doorways on the beach. Each one enters into the life of a different person living in contemporary New York. Here he links forces with the defiant young Eddie Dean and the beautiful, brilliant, and brave Odetta Holmes, in a savage struggle against underworld evil and otherworldly enemies.Once again, Stephen King has masterfully interwoven dark, evocative fantasy and icy realism."
790,The Dress Lodger (Ballantine Reader's Circle),3.17,60,0345436911,Sheri Holman,2001,Ballantine Books,http://images.amazon.com/images/P/0345436911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345436911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345436911.01.LZZZZZZZ.jpg,"In Sunderland, England, a city quarantined by the cholera epidemic of 1831, a defiant, fifteen-year old beauty in an elegant blue dress makes her way between shadow and lamp light. A potter's assistant by day and dress lodger by night, Gustine sells herself for necessity in a rented gown, scrimping to feed and protect her only love: her fragile baby boy. She holds a glimmer of hope after meeting Dr. Henry Chiver, a prisoner of his own dark past. But in a world where suspicion of medicine runs rampant like a fever, these two lost souls will become irrevocably linked, as each crosses lines between rich and destitute, decorum and abandon, damnation and salvation. By turns tender and horrifying, The Dress Lodger is a captivating historical thriller charged with a distinctly modern voice. . . ."
791,The Edge,1.46,81,0515128600,Catherine Coulter,2000,Jove Books,http://images.amazon.com/images/P/0515128600.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515128600.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515128600.01.LZZZZZZZ.jpg,"FBI agent Ford ""Mac"" MacDougal is recovering from injuries he received in a terrorist car bombing when his sister, Jilly, a medical researcher, drives her Porsche off an Oregon cliff - on purpose, it seems. Curiously, even though he was in a hospital bed on the other side of the country, Mac feels as if he were in the car with her as she sails towards the sea.By the time Mac arrives in Portland, Jilly has come out of the coma she's been in for four days. But after only a few hours with her brother, she vanishes without a trace. In searching for her, Mac hears a different story from everyone he encounters. When the local sheriff enlist his aid in the puzzling murder of an elderly resident, Mac doesn't suspect that the case connects to his sister's disappearance. FBI agents Lace Sherlock and Dillon Savich (last seen in The Target) join Mac to ride shotgun. Not knowing whom to trust and whom to suspect, they must escape relentless pursuers before unearthing the tentacles of evil undermining The Edge."
792,The Eight,1.9,61,0345366239,Katherine Neville,1995,Ballantine Books,http://images.amazon.com/images/P/0345366239.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345366239.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345366239.01.LZZZZZZZ.jpg,"Computer expert Cat Velis is heading for a job to Algeria. Before she goes, a mysterious fortune teller warns her of danger, and an antique dealer asks her to search for pieces to a valuable chess set that has been missing for years...In the South of France in 1790 two convent girls hide valuable pieces of a chess set all over the world, because the game that can be played with them is too powerful...."
793,The Empty Chair,2.6,72,0671026011,Jeffery Deaver,2001,Pocket,http://images.amazon.com/images/P/0671026011.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671026011.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671026011.01.LZZZZZZZ.jpg,"From the bestselling author of The Bone Collector and The Devil's Teardrop comes this spine-chilling new thriller that pits renowned criminalist Lincoln Rhyme against the ultimate opponent -- Amelia Sachs, his own brilliant protégée.A quadriplegic since a beam crushed his spinal cord years ago, Rhyme is desperate to improve his condition and goes to the University of North Carolina Medical Center for high-risk experimental surgery. But he and Sachs have hardly settled in when the local authorities come calling. In a twenty-four-hour period, the sleepy Southern outpost of Tanner's Corner has seen a local teen murdered and two young women abducted. And Rhyme and Sachs are the best chance to find the girls alive.The prime suspect is a strange teenaged truant known as the Insect Boy, so nicknamed for his disturbing obsession with bugs. Rhyme agrees to find the boy while awaiting his operation. Rhyme's unsurpassed analytical skills and stellar forensic experience, combined with Sachs's exceptional detective legwork, soon snare the perp. But even Rhyme can't anticipate that Sachs will disagree with his crime analysis and that her vehemence will put her in the swampland, harboring the very suspect whom Rhyme considers a ruthless killer. So ensues Rhyme's greatest challenge -- facing the criminalist whom he has taught everything he knows in a battle of wits, forensics, and intuition. And in this adversary, Rhyme also faces his best friend and soul mate."
794,The English Patient,2.01,116,0679745203,Michael Ondaatje,1996,Vintage Books USA,http://images.amazon.com/images/P/0679745203.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679745203.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679745203.01.LZZZZZZZ.jpg,"With ravishing beauty and unsettling intelligence, Michael Ondaatje's Booker Prize-winning novel traces the intersection of four damaged lives in an Italian villa at the end of World War II. Hana, the exhausted nurse; the maimed thief, Caravaggio; the wary sapper, Kip: each is haunted by the riddle of the English patient, the nameless, burned man who lies in an upstairs room and whose memories of passion, betrayal,and rescue illuminates this book like flashes of heat lightening."
795,"The Eye of the World (The Wheel of Time, Book 1)",2.77,57,0812511816,Robert Jordan,1990,Tor Fantasy,http://images.amazon.com/images/P/0812511816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812511816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812511816.01.LZZZZZZZ.jpg,"The Wheel of Time turns and Ages come and pass, leaving memories that become legend. Legend fades to myth, and even myth is long forgotten when the Age that gave it birth returns again. What was, what will be, and what is, may yet fall under the Shadow.Moiraine Damodred arrives in Emond’s Field on a quest to find the one prophesized to stand against The Dark One, a malicious entity sowing the seeds of chaos and destruction. When a vicious band of half-men, half beasts invade the village seeking their master’s enemy, Moiraine persuades Rand al’Thor and his friends to leave their home and enter a larger unimaginable world filled with dangers waiting in the shadows and in the light."
796,The Eyes of Darkness,2.35,57,0425153975,Dean R. Koontz,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425153975.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425153975.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425153975.01.LZZZZZZZ.jpg,"A year after little Danny's death, his mother swore she saw him in a stranger's car... It was a mystery she could not escape. An obsession that would lead her from the bright lights of Las Vegas to the cold shadows of the High Sierras. A terrible secret seen only by... The Eyes Of Darkness."
797,The Eyes of the Dragon,3.34,61,0451166582,Stephen King,2001,Signet Book,http://images.amazon.com/images/P/0451166582.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451166582.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451166582.01.LZZZZZZZ.jpg,"A kingdom is in turmoil as the old king dies, murdered by a strange and horrible poison. While the land of Delain mourns, the evil wizard Flagg, hatches an unscrupulous plot, which sees the King's eldest son Peter imprisoned for his father's murder, and the youngest son inherit the throne. Only Peter knows the truth about his own innocence and the evil that is Flagg. Only Peter can save Delain from the horror that Flagg has in store. But first, he must escape from the high tower."
798,The Eyre Affair (Alex Awards (Awards)),2.29,52,0670030643,Jasper Fforde,2002,Viking Books,http://images.amazon.com/images/P/0670030643.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670030643.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670030643.01.LZZZZZZZ.jpg,"Great Britain circa 1985: time travel is routine, cloning is a reality (dodos are the resurrected pet of choice), and literature is taken very, very seriously. Baconians are trying to convince the world that Francis Bacon really wrote Shakespeare, there are riots between the Surrealists and Impressionists, and thousands of men are named John Milton, an homage to the real Milton and a very confusing situation for the police. Amidst all this, Acheron Hades, Third Most Wanted Man In the World, steals the original manuscript of Martin Chuzzlewit and kills a minor character, who then disappears from every volume of the novel ever printed! But that's just a prelude . . .Hades' real target is the beloved Jane Eyre, and it's not long before he plucks her from the pages of Bronte's novel. Enter Thursday Next. She's the Special Operative's renowned literary detective, and she drives a Porsche. With the help of her uncle Mycroft's Prose Portal, Thursday enters the novel to rescue Jane Eyre from this heinous act of literary homicide. It's tricky business, all these interlopers running about Thornfield, and deceptions run rampant as their paths cross with Jane, Rochester, and Miss Fairfax. Can Thursday save Jane Eyre and Bronte's masterpiece? And what of the Crimean War? Will it ever end? And what about those annoying black holes that pop up now and again, sucking things into time-space voids . . .Suspenseful and outlandish, absorbing and fun, The Eyre Affair is a caper unlike any other and an introduction to the imagination of a most distinctive writer and his singular fictional universe."
799,The Eyre Affair: A Novel,1.96,82,0142001805,Jasper Fforde,2003,Penguin Books,http://images.amazon.com/images/P/0142001805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142001805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142001805.01.LZZZZZZZ.jpg,"Great Britain circa 1985: time travel is routine, cloning is a reality (dodos are the resurrected pet of choice), and literature is taken very, very seriously. Baconians are trying to convince the world that Francis Bacon really wrote Shakespeare, there are riots between the Surrealists and Impressionists, and thousands of men are named John Milton, an homage to the real Milton and a very confusing situation for the police. Amidst all this, Acheron Hades, Third Most Wanted Man In the World, steals the original manuscript of Martin Chuzzlewit and kills a minor character, who then disappears from every volume of the novel ever printed! But that's just a prelude . . .Hades' real target is the beloved Jane Eyre, and it's not long before he plucks her from the pages of Bronte's novel. Enter Thursday Next. She's the Special Operative's renowned literary detective, and she drives a Porsche. With the help of her uncle Mycroft's Prose Portal, Thursday enters the novel to rescue Jane Eyre from this heinous act of literary homicide. It's tricky business, all these interlopers running about Thornfield, and deceptions run rampant as their paths cross with Jane, Rochester, and Miss Fairfax. Can Thursday save Jane Eyre and Bronte's masterpiece? And what of the Crimean War? Will it ever end? And what about those annoying black holes that pop up now and again, sucking things into time-space voids . . .Suspenseful and outlandish, absorbing and fun, The Eyre Affair is a caper unlike any other and an introduction to the imagination of a most distinctive writer and his singular fictional universe."
800,The Face of Deception,1.66,68,0553578022,Iris Johansen,1999,Bantam Books,http://images.amazon.com/images/P/0553578022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553578022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553578022.01.LZZZZZZZ.jpg,"An unidentified skull...A trail of terrifying secrets...And a woman whose talented hands could reveal the shocking truth...As a forensic sculptor, Eve Duncan helps identify the dead from their skulls. Her own daughter murdered and her body never found, the job is Eve's way of coming to terms with her personal nightmare. But more terror lies ahead when she accepts work from billionaire John Logan. Beneath her gifted hands a face emerges from the skull he has given her to reconstruct—a face no one was ever meant to see. Now Eve is trapped in a frightening web of murder and deceit. Powerful enemies are determined to cover up the truth, and they will make certain that truth goes to the grave...even if Eve gets buried with it."
801,"The Fellowship of the Ring (The Lord of the Rings, Part 1)",3.65,145,0345339703,J.R.R. TOLKIEN,1986,Del Rey,http://images.amazon.com/images/P/0345339703.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345339703.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345339703.01.LZZZZZZZ.jpg,"One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkeness bind themIn ancient times the Rings of Power were crafted by the Elven-smiths, and Sauron, The Dark Lord, forged the One Ring, filling it with his own power so that he could rule all others. But the One Ring was taken from him, and though he sought it throughout Middle-earth, it remained lost to him. After many ages it fell into the hands of Bilbo Baggins, as told in The Hobbit.In a sleepy village in the Shire, young Frodo Baggins finds himself faced with an immense task, as his elderly cousin Bilbo entrusts the Ring to his care. Frodo must leave his home and make a perilous journey across Middle-earth to the Cracks of Doom, there to destroy the Ring and foil the Dark Lord in his evil purpose."
802,The Final Judgment,1.48,61,034540761X,Richard North Patterson,1997,Ballantine Books,http://images.amazon.com/images/P/034540761X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034540761X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034540761X.01.LZZZZZZZ.jpg,"A young man is brutally murdered. His distraught girlfriend is the prime suspect. Her aunt, Caroline Masters, about to take up a top job in the US Court of Appeals, decides to defend the young woman in the murder trial. But this will be Caroline's first contact with her family in almost twenty years, and as she prepares the case and goes through the trial, long forgotten secrets re-surface, putting Caroline against not only the police and prosecution, but also against her father (a retired judge), her sister and the memory of her young self when she, too, lost a boyfriend in suspicious circumstances. The Final Judgement is a powerful, poignant, page-turning legal thriller that confirms Richard North Patterson as among the very best writers in the bookselling area."
803,The Firm,2.35,302,0385416342,John Grisham,1991,Doubleday Books,http://images.amazon.com/images/P/0385416342.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385416342.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385416342.01.LZZZZZZZ.jpg,"At the top of his class at Harvard Law, he had his choice of the best [law firms] in America. He made a deadly mistake. When Mitch McDeere signed on with Bendini, Lambert & Locke of Memphis, he thought he and his beautiful wife, Abby, were on their way. The firm leased him a BMW, paid off his school loans, arranged a mortgage and hired him a decorator. Mitch McDeere should have remembered what his brother Ray — doing fifteen years in a Tennessee jail — already knew. You never get nothing for nothing. Now the FBI has the lowdown on Mitch’s firm and needs his help. Mitch is caught between a rock and a hard place, with no choice — if he wants to live."
804,The First Counsel,1.32,65,0446527289,Brad Meltzer,2001,Warner Books,http://images.amazon.com/images/P/0446527289.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446527289.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446527289.01.LZZZZZZZ.jpg,"On a date with a young White House lawyer, the president's daughter sees something she shouldn't. To protect her, the lawyer admits to something he shouldn't. So begin the problems and she may have to do something she shouldn't."
805,The First Wives Club Movie Tie In,1.54,61,0671002481,Olivia Goldsmith,1996,Pocket,http://images.amazon.com/images/P/0671002481.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671002481.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671002481.01.LZZZZZZZ.jpg,"Don't get mad. Get everything. When their best friend commits suicide over her divorce, Elise, Brenda and Annie decide enough is enough. Each was crucial to her husband's career. But now that the men are successful, they've traded in their wives for newer, blonder models. Over lunch one day they form the First Wives Club. But this is no support group. This is the SAS in Chanel. Painstakingly, inexorably, they plan the downfall of the men who've wrecked their lives—and know that revenge has never tasted sweeter..."
806,The Five People You Meet in Heaven,3.5,155,0786868716,Mitch Albom,2003,Hyperion,http://images.amazon.com/images/P/0786868716.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786868716.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786868716.01.LZZZZZZZ.jpg,"From the author of the phenomenal #1 New York Times bestseller Tuesdays with Morrie, a novel that explores the unexpected connections of our lives, and the idea that heaven is more than a place; it's an answer. Eddie is a wounded war veteran, an old man who has lived, in his mind, an uninspired life. His job is fixing rides at a seaside amusement park. On his 83rd birthday, a tragic accident kills him as he tries to save a little girl from a falling cart. He awakes in the afterlife, where he learns that heaven is not a destination. It's a place where your life is explained to you by five people, some of whom you knew, others who may have been strangers. One by one, from childhood to soldier to old age, Eddie's five people revisit their connections to him on earth, illuminating the mysteries of his ""meaningless"" life, and revealing the haunting secret behind the eternal question: ""Why was I here?"""
807,The Four Agreements: A Practical Guide to Personal Freedom,2.4,55,1878424319,Don Miguel Ruiz,1997,Amber-Allen Publishing,http://images.amazon.com/images/P/1878424319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1878424319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1878424319.01.LZZZZZZZ.jpg,"In The Four Agreements, don Miguel Ruiz reveals the source of self-limiting beliefs that rob us of joy and create needless suffering. Based on ancient Toltec wisdom, the Four Agreements offer a powerful code of conduct that can rapidly transform our lives to a new experience of freedom, true happiness, and love. The Four Agreements are: Be Impeccable With Your Word, Don't Take Anything Personally, Don't Make Assumptions, Always Do Your Best."
808,The Fourth Hand,1.93,69,0345449347,John Irving,2002,Ballantine Books,http://images.amazon.com/images/P/0345449347.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345449347.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345449347.01.LZZZZZZZ.jpg,"While reporting a story from India, a New York television journalist has his left hand eaten by a lion; millions of TV viewers witness the accident. In Boston, a renowned hand surgeon awaits the opportunity to perform the nation’s first hand transplant; meanwhile, in the distracting aftermath of an acrimonious divorce, the surgeon is seduced by his housekeeper. A married woman in Wisconsin wants to give the one-handed reporter her husband’s left hand – that is, after her husband dies. But the husband is alive, relatively young, and healthy."
809,The Funhouse,1.41,56,0425142485,Dean R. Koontz,1994,Berkley Publishing Group,http://images.amazon.com/images/P/0425142485.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425142485.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425142485.01.LZZZZZZZ.jpg,"Once there was a girl who ran away and joined a traveling carnival. She married a man she grew to hate—and gave birth to a child she could never love. A child so monstrous that she killed it with her own hands…Twenty-five years later, Ellen Harper has a new life, a new husband, and two normal children—Joey loves monster movies, and Amy is about to graduate from high school. But their mother drowns her secret guilt in alcohol and prayer. The time has come for Amy and Joey to pay for her sins… Because Amy is pregnant. And the carnival is coming back to town.With a new afterword by the author"
810,The General's Daughter,1.9,84,0446513067,Nelson DeMille,1992,Warner Books,http://images.amazon.com/images/P/0446513067.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446513067.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446513067.01.LZZZZZZZ.jpg,"Captain Ann Campbell is a West Point graduate, the daughter of legendary General ""Fighting Joe"" Campbell. She is the pride of Fort Hadley until, one morning, her body is found, naked and bound, on the firing range.Paul Brenner is a member of the Army's elite undercover investigative unit and the man in charge of this politically explosive case. Teamed with rape specialist Cynthia Sunhill, with whom he once had a tempestuous, doomed affair, Brenner is about to learn just how many people were sexually, emotionally, and dangerously involved with the Army's ""golden girl."" And how the neatly pressed uniforms and honor codes of the military hide a corruption as rank as Ann Campbell's shocking secret life."
811,The Genesis Code,1.62,77,0345422317,John Case,1998,Ballantine Books,http://images.amazon.com/images/P/0345422317.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345422317.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345422317.01.LZZZZZZZ.jpg,"A phone call in the dead of night brings Joe Lassiter shattering news. His sister and young nephew have died in a fire in their home near Washington, D.C. Yet Lassiter soon learns a chilling fact: His loved ones were brutally murdered before the blaze was set. . . .The mysterious suspect's identity only raises more questions. Then Lassiter uncovers another crime--another innocent mother and child murdered. The more he unearths, the larger the web of conspiracy grows, as his search for answers leads him on a dangerous international chase toward a truth that will shock him--and the world--to the very bone. . . .From the Paperback edition."
812,The Ghost,1.88,67,0440224853,Danielle Steel,1998,Dell Publishing Company,http://images.amazon.com/images/P/0440224853.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440224853.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440224853.01.LZZZZZZZ.jpg,"The stunning new novel from the No. 1 bestselling author of Fatherland; Enigma; Archangel; Pompeii and Imperium. “The moment I heard how McAra died I should have walked away. I can see that now. I should have said, ‘Rick, I’m sorry, this isn’t for me, I don’t like the sound of it,’ finished my drink and left. But he was such a good storyteller, Rick — I often thought he should have been the writer and I the agent — that once he’d started talking there was never any question I wouldn’t listen, and by the time he had finished, I was done for.”After five books set firmly in the past, Robert Harris returns with a contemporary novel that brings the reader face to face with some of the biggest issues of our time — the result is a gripping and genuinely thrilling read."
813,The Gift,2.08,145,0440221315,DANIELLE STEEL,1996,Dell,http://images.amazon.com/images/P/0440221315.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221315.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221315.01.LZZZZZZZ.jpg,"Focusing on the problems associated with diet, such as over-consumption of fat and quickly-digested carbohydrates, this text explains which carbohydrates are best for health and how to use the glycaemic index to make meals ""work"". It includes glycaemic index factor charts for more than 600 foods as well as 50 recipes."
814,The Girl Who Loved Tom Gordon,2.39,89,0671042858,Stephen King,2000,Pocket,http://images.amazon.com/images/P/0671042858.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671042858.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671042858.01.LZZZZZZZ.jpg,"Nine-year-old Trisha McFarland strays from the path while she and her recently divorced mother and brother take a hike along a branch of the Appalachian Trail. Lost for days, wandering farther and farther astray, Trisha has only her portable radio for comfort. A huge fan of Tom Gordon, a Boston Red Sox relief pitcher, she listens to baseball games and fantasizes that her hero will save her. Nature isn't her only adversary, though - something dangerous may be tracking Trisha through the dark woods."
815,The Girl Who Loved Tom Gordon : A Novel,3.3,50,0684867621,Stephen King,1999,Scribner,http://images.amazon.com/images/P/0684867621.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684867621.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684867621.01.LZZZZZZZ.jpg,"Nine-year-old Trisha McFarland strays from the path while she and her recently divorced mother and brother take a hike along a branch of the Appalachian Trail. Lost for days, wandering farther and farther astray, Trisha has only her portable radio for comfort. A huge fan of Tom Gordon, a Boston Red Sox relief pitcher, she listens to baseball games and fantasizes that her hero will save her. Nature isn't her only adversary, though - something dangerous may be tracking Trisha through the dark woods."
816,The Girls' Guide to Hunting and Fishing,1.82,253,0140293248,Melissa Bank,2000,Penguin Books,http://images.amazon.com/images/P/0140293248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140293248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140293248.01.LZZZZZZZ.jpg,"Generous-hearted and wickedly insightful, The Girls' Guide to Hunting and Fishing maps the progress of Jane Rosenal as she sets out on a personal and spirited expedition through the perilous terrain of sex, love, and relationships as well as the treacherous waters of the workplace. With an unforgettable comic touch, Bank skillfully teases out issues of the heart, puts a new spin on the mating dance, and captures in perfect pitch what it's like to be a young woman coming of age in America today."
